Index,pH,Iron,Nitrate,Chloride,Lead,Zinc,Color,Turbidity,Fluoride,Copper,Odor,Sulfate,Conductivity,Chlorine,Manganese,Total Dissolved Solids,Source,Water Temperature,Air Temperature,Month,Day,Time of Day,Target
10,7.17793559478879,0.1122619503118795,8.978629013086376,238.1775188283294,2.2947773981657698e-34,2.536797510827069,Light Yellow,0.0078451150107759,0.6580480257984855,0.1708817579224832,1.137561145985395,77.82480034058689,332.59812325024905,2.353324445667466,,491.3447246491335,Spring,19.209325174154987,46.91058778675813,May,3.0,9.0,0
11,7.806684950259134,1.1587556387728911e-14,8.763706354076788,89.25316293041561,1.3579651519051586e-46,0.6018649223885999,Near Colorless,0.1790348218070325,1.9033127398340883,0.1616218369503901,0.9657435278133236,82.79209730190173,308.73410841303496,2.497478008993603,5.670784312429474e-10,437.785227558626,Spring,29.427805454827705,35.798842216601265,June,13.0,23.0,0
12,7.610982743955234,0.0700033478200445,7.487402475924936,168.80399489326797,1.72541465438419e-125,3.243200810306547,Near Colorless,0.1894903793426868,0.4568581529239681,0.657833867264396,1.650826914301292,120.74701327364754,347.43864315953726,2.8602872958963874,0.003748143213392,262.6895452184766,Ground,22.93434347225936,76.54752630868802,July,19.0,8.0,0
13,7.690541553182148,3.106367723228839e-05,4.72258495004766,175.93577408746282,7.580013548464005e-105,0.0528877887891,Colorless,0.9269413738416722,0.9526326360089676,0.4605853320094567,1.072721762302398,,270.7195141251146,3.78515555372864,5.189122425949931e-06,239.3528377429089,Reservoir,34.111017543950325,84.12431421187584,September,28.0,22.0,0
14,8.47466718266159,5.550660456065427e-05,3.929446460660565,125.7783524397883,1.0266509926557984e-114,0.2744197627547085,Near Colorless,0.0348928785266713,0.3777334615720494,0.134203330480771,0.2499702028006839,,838.2152182497709,3.2008914290735198,3.598170519490706e-05,487.7887680730274,Stream,17.810158585426013,69.10433875216225,August,5.0,0.0,0
15,10.7112261368259,3.377360166824555,4.068531116510875,230.9629201435288,4.28130178791018e-52,2.6204590971375343,Light Yellow,0.020147870190578,2.246267090584982,0.0405799239222113,4.047238434995848,155.66703735942238,539.9650139761769,3.415349248659852,0.0368298176645603,523.9079329837676,Spring,23.61319660254348,48.01537937710974,March,17.0,0.0,0
16,6.970263109424172,5.755718198546911e-05,7.4910845503441585,130.901304192341,3.6809559349364764e-219,0.0745934618263287,Near Colorless,0.7909278323563596,0.0523896849669577,0.977084039932123,0.8556170096523341,205.6581386363432,417.934271461884,2.1047058637249383,1.3464422975224904e-05,193.62398817017407,Stream,20.45306381819445,49.94894860160564,October,20.0,4.0,0
17,8.470968664797837,0.0013071713727359,3.535066132663294,142.65177027218468,4.2880721643201244e-55,0.2724921460421188,Near Colorless,0.0008317390193094,1.013966540469306,0.1706179042361706,1.652750627862553,199.11788203156283,206.2032945387408,2.5759736713233043,0.0001348851497785,408.0619463344181,Ground,42.90937499193924,60.69900784794046,December,11.0,5.0,0
18,7.6736639901488815,0.0033073480959302,4.246382290715307,160.1684028256774,7.180363877098706e-50,0.8209125270261548,Colorless,0.3360680194876931,0.4451930309906363,0.3898182179219465,2.6287386287747307,167.04823648658433,308.52419022541125,2.9462460972782867,0.0271625601017716,48.58249114234784,Lake,21.955357969378284,69.66261555975616,August,26.0,11.0,0
19,8.116287777497545,0.0015028381588256,8.993002297891714,214.4801970173874,1.1533393641989869e-30,2.2795282869585,Colorless,1.3655811936898543,0.2347455032989358,0.6783910630460255,1.4986281136763384,111.61144755195966,412.1836229235327,2.710583877793123,3.1564069140322194e-08,244.52383368794924,Spring,19.639497537878917,54.40494040968792,March,16.0,11.0,0
20,9.68607636867202,0.0002048398545494,9.588364850567697,240.3502342187349,6.90433412380262e-23,5.448292522344366,Faint Yellow,0.0407462430622228,0.926770889589811,1.194377812847541,2.937562363902164,128.2834109988476,280.93076428577353,3.338544274319415,0.0006576639184995,270.9214347426916,River,7.82443559739372,32.12173075937631,August,13.0,7.0,0
21,8.04391582468019,4.110403014360572e-10,3.852804888244655,181.9222514870105,8.1296415858334655e-22,1.0415000322103505,Light Yellow,4.6154626535237285e-05,0.4922386232750703,0.4296507443111383,0.9589538445768748,139.91248273832628,458.321883175821,2.932978498214404,0.0018851295494876,364.2170621250152,Spring,10.54463733885364,60.13857628021623,August,15.0,10.0,0
22,8.056976686525598,0.0670951496807306,,150.79479180391414,7.4800353354465784e-65,2.221005200642244,Colorless,0.2894191274306918,0.5259057495483688,0.3858919383471338,2.9503164409871543,115.7411217274784,377.3042702519836,3.881795206797935,,220.8392753386337,Ground,9.72796937994109,70.39640258094688,May,21.0,17.0,0
23,6.696415969746641,0.003627365347159,3.7821649140631983,183.26445302382527,8.65707091439046e-140,1.3911334810450648,Near Colorless,0.0033376024820712,0.5803746944925514,0.3164438266671547,3.132703637991624,175.7891938082543,233.46746192993052,2.880497137648192,1.7470656937086532e-09,494.4990189237327,Ground,12.892757355534313,51.85387200951771,December,11.0,13.0,0
24,7.868437932210347,0.143190440133015,5.3739051968031735,167.11331692609744,7.068532055464779e-70,0.5303217226516231,Light Yellow,0.1252952212161431,0.9860121649169942,0.6872121042898099,1.9770212975606816,202.4635749362982,530.4449591811301,3.9645792744899633,1.1705584192516436e-05,470.34999519459177,Spring,17.99987580750219,58.476789881956414,October,28.0,6.0,0
25,6.894406895210384,3.1794737352405327e-06,5.411151850102846,162.74336468212883,8.598255912811516e-21,0.5571287851183426,Faint Yellow,0.9399972092494782,0.6708614949411332,0.9552191247306344,2.8302544786596764,84.84729924305284,509.6129768629787,3.167305373487716,1.0203915263883562e-05,267.68849530900786,Reservoir,12.088592143904892,40.483163325808,July,18.0,7.0,0
26,7.255512033602709,0.0025637993460362,8.285046647864084,133.45920912909557,1.1881183768431169e-167,1.9092320029815952,Near Colorless,0.0977201045984218,0.6206658810875936,0.0189313386766871,1.6576482400794956,63.6102173011928,745.9186155651304,3.0071993743282226,1.4844971700987258e-07,27.24854147964544,Lake,11.029017250347266,61.40521822162447,November,7.0,18.0,0
27,6.861479584273401,0.0237912575912359,2.9585337848381146,175.1900531104749,1.3189843877674556e-21,0.3849529469748474,Near Colorless,0.0078817863375081,0.4930123326711766,0.487069762918092,1.8060230404914928,241.0545353652808,566.1676985546386,3.470212812634887,0.0035910547436852,256.2162232438955,Spring,13.436069740296864,74.04752302764038,December,15.0,9.0,0
28,7.010323681900449,9.702125585026471e-09,8.92376801825753,108.778988063983,8.655403497143127e-53,2.504905563361904,Light Yellow,0.0426352819185531,0.2220692524000445,0.2425593278625553,0.8249512895841022,106.80080094436622,386.1835360261311,3.540127561756684,0.0004939608420287,415.533371923069,Aquifer,13.45111950501014,74.72365152114335,September,7.0,0.0,0
29,6.5118358511125845,1.2033591345636527e-05,5.904351096869292,161.97401032816578,3.0308451012572702e-40,0.2544926092827543,Near Colorless,0.7748137579749255,0.136341431515292,0.26643284711015,0.2771469517399439,90.3561590501622,514.5590138782915,4.032202226390154,0.005047051552275,297.24201594230834,Spring,25.28985355023378,85.88139829879188,September,23.0,0.0,0
30,7.103847730653499,2.41551649656008e-05,4.866864653940788,197.024243487996,6.151152444898582e-151,2.4541835697757044,Colorless,0.0017675210555672,0.8618238085368505,0.6111523365785336,0.4428800170452239,114.99146067952692,150.50489819968902,2.17969291878964,0.0064883546916217,173.69754066298887,Aquifer,14.86239438205721,76.0784174647559,July,9.0,8.0,0
31,7.220130089920233,1.1364409892624707,5.125896620880842,,1.1353558780811169e-13,0.8597803069882,Light Yellow,1.392958310865371,2.260201543780477,0.170798544248159,0.6061559120657257,103.3053835530658,706.1694864574681,3.5285308153416737,0.1439806412697369,48.62621882279543,Ground,26.534918552220148,42.34042131593378,November,28.0,15.0,0
32,7.301559016225419,4.752679103690248e-12,3.502848972880385,116.2556333179991,0.0,0.2108189792425298,Faint Yellow,0.1818887018373046,1.7287274728373692,,2.470735603556766,155.35601360285287,670.1381667466203,4.001364547353714,6.001546322479322e-05,301.433228732496,Aquifer,14.34347467696289,63.46048770416618,March,2.0,10.0,0
33,7.521688576001853,0.0311144198187267,9.8307931790632,121.79003764685984,1.8935568475166102e-14,0.0205278366603998,Colorless,0.3135381363835343,1.0783565527043826,0.7026450337309096,0.534821603404961,112.04156596049135,381.00328965996783,3.317657025881941,0.0282485345440229,221.90623006588868,Spring,14.247583250168638,69.3693860604765,June,8.0,22.0,0
34,8.194489146799647,3.339314996425974e-09,3.891666423177234,201.983174117052,7.954127339276604e-221,0.2249941316921297,Faint Yellow,0.3898390787064634,1.107258278323229,0.3941810031747149,0.5440322641873057,77.51371147927365,622.2010617299818,3.630771118302611,0.0001112880603618,274.05917875890503,Stream,26.81621742430347,51.53553423142928,March,12.0,3.0,0
35,8.275215615536512,0.0615939934087395,3.614175847237028,177.92927687816658,3.4910829100664474e-79,1.5232427976343927,Near Colorless,0.0200486688283198,0.6901169752431806,0.0194013154160847,0.8339775448496409,101.47607224279244,390.222329395678,2.818203265213486,5.549750565067194e-05,230.10468682555427,Well,22.13046592133133,75.12310751559929,December,30.0,16.0,0
36,9.435163439617003,3.371665766473972e-07,10.155315311103314,126.09772673550124,0.0,0.11918438262084,Faint Yellow,1.0673626274674015,0.262923173119537,1.0209149457148798,3.777502425526989,167.39941164222287,414.4198955842439,3.8337100619377456,1.7466239962599316e-05,219.07386859963583,Reservoir,19.536264261943096,65.00264270099139,June,24.0,2.0,0
37,7.0066940992443,0.1205397629853792,4.817780776126525,191.4752086738528,4.459693841277813e-309,0.1134610183001087,Faint Yellow,0.082627466805629,1.9899979209350105,0.39947062037569,0.1056416439675013,97.49384079068544,395.0554828954008,2.915153361943517,0.0447992899883553,358.1875126685142,Reservoir,19.42507668160117,58.21077717098096,June,17.0,7.0,0
38,,0.2875788387753669,4.156191296434651,181.2295436118911,3.6875662980141225e-29,3.171374767083401,Near Colorless,0.0655355528844487,0.7988856116087121,0.5738017920749656,1.1978876948242072,130.00538420678532,483.19231989421206,2.7382010576921028,0.0010272489395793,88.94322124765577,Ground,28.448351973792004,60.69055426405062,May,17.0,5.0,0
39,7.401498146946184,0.0041230351041437,2.5177405828980386,155.69176620329674,1.3272705886579988e-205,0.270343096286171,Near Colorless,0.2706928068023447,0.2607545149543959,0.491131310860074,1.002257688862673,93.34521368475689,570.49384407204,3.579055311568627,0.0021335398630111,441.774291946093,Aquifer,29.69830799886705,52.14606501377317,July,17.0,2.0,0
40,7.901424443860791,4.0752351812759694e-08,5.099454081237132,159.1242922974618,2.0776785578259822e-227,0.7996186366222167,Faint Yellow,0.6889994645096619,1.9135414434722515,0.662795801963355,0.8694779710249191,173.9678993542746,385.7278985351175,2.790015637238179,2.1845387597403736e-05,227.27019284775847,Ground,16.058371848066972,36.93577609453165,September,14.0,19.0,0
41,8.172357530544007,1.232156021100741e-05,6.1660543501897696,130.8670785222233,3.0445891802951034e-154,1.5430964440621868,Faint Yellow,0.2352733534215121,0.6028324258319331,0.5989286420174724,1.0235769704052158,134.75953855857293,,3.439296979126087,1.8436376129324336e-06,31.23849275612696,Stream,32.10501239218941,44.29758196241608,March,17.0,6.0,0
42,7.431495941433905,0.0016356462725169,1.5398612062342094,149.92162557485935,6.4452313019622985e-195,2.6028583156247898,Colorless,0.4776995964064735,1.010052704566345,0.466148949706269,2.107416502946017,135.875397787743,,2.6674674796597837,8.522959151035699e-09,356.3765522280132,Stream,6.314277107965907,35.875578112778214,January,20.0,20.0,0
43,,2.1628799891793163e-05,7.823994731888685,125.234991412517,5.4966879648636537e-17,0.5972875491702238,Near Colorless,0.3536836080827521,1.082689517489135,0.8549989431231348,0.9039534143825926,56.25783610847276,31.43100068564939,2.9820396457033898,1.1762473591264526e-09,186.85096015789264,Well,17.685921255392547,52.21837493369485,April,12.0,21.0,0
44,5.400852707842739,7.342875944700722e-14,5.739483277346315,177.39574666733262,1.9521345026990235e-100,1.4021375384493595,Light Yellow,0.3457908862986236,0.1166138350327298,0.2942914194602608,,70.12855073976777,656.4330547213997,2.770273482467409,0.3074909749394617,478.5673910419595,River,29.37151015494813,61.40091033773817,September,10.0,15.0,0
45,6.618012549130664,2.244824684283421e-07,1.046327090508001,137.4009332415003,2.440509905072577e-81,0.5711514370114978,Near Colorless,0.3546912639040782,1.2410106950745927,0.0078963787866974,2.5765453178944204,,742.4976031988404,2.332552040357032,0.0022921642352853,383.8132139761779,Ground,17.13186666603934,83.4874655922701,January,4.0,17.0,0
46,7.229062557453391,0.2223293544833333,3.904145857209746,139.4062100551485,3.097382734508044e-165,4.959858003529063,Faint Yellow,0.0066778905353924,0.998206345960272,0.0435828339670056,0.8270377918000396,106.5088707191982,649.4760082183745,2.9024536352525367,5.703034226637763e-08,283.81210602459566,Well,22.75208522181674,62.89846832576487,May,23.0,15.0,0
47,7.343266741164504,1.6268158061360751,18.669379539033383,270.5479324695241,0.0023623662148215,3.2781108491841837,Yellow,1.0070287328425251,1.137329331981485,0.1514170016379356,3.5469166299011587,114.92381109839326,371.5204022440764,3.372626682209145,0.0034269481777182,227.759341626602,Lake,24.50035288602907,,December,11.0,20.0,0
48,7.065222073636364,0.0019287115405992,6.797827318135274,114.00467417911754,1.3407775252019488e-76,1.1616003167090885,Colorless,,0.0323065096572366,0.8327261541723232,0.2998103673972439,158.55570941439768,430.810601842796,4.056722037172797,1.338326923016774e-06,167.76407598279852,Spring,19.95037435562248,35.63303503203488,November,15.0,19.0,0
49,6.546457093267475,0.0254620432993746,8.355677280903821,186.50665147106045,1.7894329699740334e-56,0.0328965828320117,Colorless,0.0099342215086404,,0.3530914718236655,1.820009714942904,166.37610429396096,632.7802725681515,3.184865580579287,0.0263141717021724,445.499799240692,Reservoir,4.617923903482407,38.336968430277736,August,9.0,2.0,0
50,8.376142694136929,5.8262897910029865e-08,4.262673395682222,140.7343782479843,8.430734013544239e-33,0.2823488118519973,Near Colorless,0.7210258837637886,1.260982341114375,0.4274067123345115,1.3489429862795406,107.01853777082344,318.8602129728224,4.057580949785101,0.0011483553269055,35.57655644045793,Aquifer,19.63447673905952,,December,13.0,0.0,0
51,7.7454985186583345,0.0111843518415563,7.693282693852322,92.05244402005806,8.535341902705705e-11,0.0156019830592999,Colorless,0.2029984246182481,1.801652772684201,0.4007616456992181,2.882097908129634,119.84439893729248,1056.3361400425922,3.1066336440039635,0.0055095874182646,194.8692376173397,River,6.304719221159674,61.49233833936084,June,29.0,18.0,0
52,8.460832636911592,0.0198633689826504,8.601510936081674,134.2024284398644,1.1689355875273999e-256,2.600727873855428,Faint Yellow,0.2490983813012447,0.5159654115241427,0.1695433702699724,0.0119344765830763,190.03109684945568,382.4391268625943,2.494293374810681,5.713982221279024e-10,13.925614020189505,Aquifer,7.611181395088704,82.67430368195373,January,2.0,23.0,0
53,8.114360369230752,0.1150292377987763,4.416897272175931,189.94354333801505,7.805960447736265e-107,3.3380945088281813,Colorless,0.0538646491399614,1.2609130736748655,0.2205167315226981,1.8486439591116384,66.1821126016808,738.7839261255791,2.5878770334921435,0.0006274484638105,184.31262934470743,River,33.31371581933848,9.541409811423868,August,23.0,8.0,0
54,8.008002831234066,0.1128232677575709,5.927696415153974,148.24345703072478,3.4774134819271775e-48,1.8790143081159616,Near Colorless,0.2387886764224116,0.6368653101499119,0.9864969632403812,2.986932206559941,72.55628577404268,263.6360628791882,4.169012024607973,0.0020008741147174,291.9996475839544,Aquifer,7.698898507454582,19.69237692291241,October,31.0,9.0,0
55,7.347032337382632,0.8481708082118038,5.230061881222278,170.27545018956465,9.572343789916097e-15,1.3500050577748874,Yellow,0.6478707754668472,2.2686614686760067,0.0171108808041012,3.526423882953879,99.09065169310902,540.9248092296197,2.4425853714344203,0.006729186387766,277.2934763859689,Well,23.873113382203424,66.13957731901232,March,2.0,8.0,0
56,8.43457766826112,0.000181590778728,,149.67777616476593,2.1008734336087308e-76,0.3147693990971697,Colorless,6.042834142933276e-05,1.086360465777818,0.97359049014818,2.13792003196817,110.3935468982068,270.570181588784,2.4670007131418297,1.8809859517600444e-10,280.54769582606536,Well,28.22391148884774,76.47802390526124,October,5.0,0.0,0
57,6.528361001376678,9.033743173189277e-06,1.949629621848583,145.63390322231743,1.7844924109349945e-12,0.9281039770181756,Faint Yellow,0.6594580313320707,0.6318406970943876,0.6297133758620721,2.497858990881693,198.10810453773811,192.331582883362,3.147568297550858,0.0156975542852994,387.7423301428046,Stream,19.52162227846883,71.73397037439221,March,2.0,6.0,0
58,7.572927782147879,0.0004486542441763,,188.31271387831248,4.461252896324221e-32,0.2242003212615528,Colorless,0.2310181963895417,1.836746332636619,0.0456173811183706,0.4428708023917717,199.0965613645876,369.8356418543873,2.561836271803907,5.4894396563215615e-09,86.00864464327624,Well,19.795921608443265,57.14658664042008,November,13.0,23.0,0
59,7.996271773806164,2.0452256447456443e-31,6.879820332465048,92.84308348363868,2.3566130891369004e-155,0.3333343661287841,Colorless,0.0110126069126593,2.014248946974156,0.6576604809582058,0.4665526402896749,204.66769548840048,690.8699756443488,3.2898655552445533,0.0086259665983879,352.7715344503329,River,16.192574394275866,73.13277953698092,July,4.0,0.0,0
60,8.277861898234585,1.6738200618080257,11.084866266459755,205.51238211488985,1.485998190200369e-25,2.498498997649406,Yellow,0.6957092919780494,4.540592230202679,1.2770820798310265,0.39494171396859,100.37986951090976,438.6086820218201,2.820242056659412,0.0282949721045374,40.181978447417045,River,8.308328967227574,59.91187866409045,September,5.0,20.0,0
61,6.742295375032958,0.003071269370635,6.085856785733612,247.39190223328364,4.3704248255165013e-66,2.7114202829989478,Light Yellow,0.0131421631602863,0.2785896826284224,0.0648570660662152,3.006788204315404,157.0626330487704,324.3489480026497,4.010845520171112,0.0069718401831917,375.6482707669384,River,8.678587608692338,73.83466213098384,December,21.0,17.0,0
62,7.17429231434042,0.0004508448402346,3.584178189639428,114.5843697020842,7.8008325490849315e-143,1.1202325220474163,Faint Yellow,0.0075819683820934,1.608846963658379,0.0259248387156923,1.482338354330989,106.56078123218776,471.9729562138561,4.104688836193009,0.0011990407235043,85.16018147805525,Well,30.21617561896017,75.3042289668148,October,24.0,5.0,0
63,8.005993666136014,0.0009539678235445,7.619154082048731,178.5531889632873,2.0697842031166008e-66,1.923579331817856,Near Colorless,0.178281028356082,0.673207292815399,0.0903872684608532,2.3145881093307152,172.84877239981788,367.5421059795949,2.5341930315596235,3.0911949839462056e-07,92.74860288191596,Ground,12.557295918980168,91.37140192154176,April,10.0,14.0,0
64,8.194406439742282,0.003387248208431,8.344541140027921,248.04366095361488,2.4085651497122728e-71,1.9937383458433624,Near Colorless,0.0194424820562253,0.3557173116173187,0.3620463864982783,0.7730572341412315,63.51831133096031,207.2540395372185,3.781047008307844,2.2173714589029665e-05,297.62122683262595,Spring,15.786764214639378,35.65313744644095,January,2.0,19.0,0
65,8.20327096567105,3.710607003568772e-06,8.204098968482148,131.9737069139963,3.868693661779524e-82,1.983201754759223,Near Colorless,0.0044303968978522,0.8374421536243075,0.2498086230150637,0.51674257140732,95.54982057546522,460.5653977490943,2.120711240277268,0.0378031507406952,293.1570826603023,Well,18.75345673930865,49.82153079211004,May,19.0,19.0,0
66,6.563512313167781,,5.0722096283849485,187.30917068842496,1.8333840092568524e-68,0.3019042421562897,Colorless,0.5001579053425413,0.7403158904283731,0.3910276492643259,,222.9325657987848,289.5535933269347,4.138511637457377,0.0118910160922114,392.8120670999887,Ground,,36.50515143220386,October,23.0,22.0,0
67,8.382024476992594,0.0139136675910878,3.070844878531321,,4.722740164405115e-09,0.4855903794752126,Colorless,0.0453058508207213,1.8316385480564317,0.0588539524726743,0.7826525973807142,69.58311057379366,545.7133767446306,3.0595863987417595,0.0003927126021363,456.5334436250959,Ground,8.200886172384385,81.76820826404969,April,1.0,16.0,0
68,7.509826336134653,4.050655038964253e-05,9.710039853430224,158.2201316625804,1.929433703302948e-73,0.0772636379386021,Colorless,1.0558096238783468,,0.0013667425766041,2.244444791676625,137.93339897699292,213.5155189577244,2.676003027338006,0.0001167858096089,496.0652368451509,Aquifer,40.10753483830823,62.85294730128736,April,19.0,1.0,0
69,6.509417406019539,1.3825050306256642e-06,9.938833260602127,156.25112129004577,1.450813500565052e-72,0.0259204726348383,Near Colorless,0.0980891796842643,1.0794952587944788,0.7812138251089916,1.2464293272724387,191.6979496334831,644.2224812435223,3.024076467241572,0.0021247390576181,3.5793887310539856,Aquifer,20.010764640283064,50.00186731095018,September,20.0,7.0,0
70,7.583946162958909,0.0654931808112024,4.469387244902489,162.66365577029492,3.066372036146341e-103,0.0548468129212202,Colorless,0.2019975770886595,1.1148303862746505,0.2115857003393704,1.673887336747194,113.10520487849033,292.7648053529736,3.416983831834836,6.765669487810015e-06,345.9749735713498,Lake,16.597538653473848,63.65386184824572,April,17.0,17.0,0
71,6.946186343728413,6.251678492865476e-06,6.085494321650505,178.72438390044482,5.302746225650472e-38,0.8859399867741755,Near Colorless,0.0043190436044716,0.3904613153031504,0.1954794918686753,1.6843678000926414,114.38180506968004,432.3212191380464,3.0499722300765684,8.120827786599507e-09,333.5836336319797,Ground,11.823986302041256,80.95366203053852,June,17.0,6.0,0
72,6.605370267763424,0.0005604934756989,1.339279503178079,113.45956535718618,1.9729572977017036e-08,0.5407160074857235,Near Colorless,0.2270065462720358,0.431933063588163,0.9444598015924036,1.132482204699897,117.56192412599523,494.8529592478685,2.518278060278976,2.8578148142683498e-05,60.58522655308421,Ground,13.856849711261365,47.11167679137255,September,13.0,20.0,0
73,6.598732170900604,2.192632016521549e-08,5.746585621219833,128.38126729855986,5.350550588202298e-154,1.5718487852030445,Near Colorless,0.1387717332541526,0.5875975098856112,0.4832608951262254,0.8408907900279246,101.39417838860004,296.5296748621227,2.9285141701888158,0.0001798093798468,456.4167065411103,Reservoir,6.334083759448254,64.55519297355788,December,1.0,2.0,0
74,6.938338577487736,0.0067844877025338,4.052444926939492,162.32908675619495,2.658313921013413e-135,1.255607607712894,Light Yellow,0.3998630752611902,0.8184539238066924,,1.6710066035147766,66.83809996438333,473.7794430069434,3.2920805591123057,0.0042837546921339,143.30992410318652,Lake,24.60245622463002,75.5675132713485,June,1.0,4.0,0
75,7.009068410497966,0.0006745348543918,8.638936471466154,118.50232512602992,7.246662695828445e-24,,Faint Yellow,0.1175792455439389,1.1379756326231067,0.2084411714581099,1.700291684520802,52.76565651113816,348.49526292728297,2.601354027629598,0.0051665297723341,280.74532185615413,Lake,30.810573512317827,81.98222591668014,November,17.0,23.0,0
76,7.076142639716044,1.551984384008861e-05,7.25978911095945,233.87744519209105,8.191544129968663e-17,1.5794182598276474,Near Colorless,0.0053750852967453,0.4777411172663908,0.6130792281877652,1.017486247120899,84.90689740131175,274.2201087650311,2.479957205147663,0.0156295125231615,257.54730675501366,Lake,10.648238909074886,60.32150601966881,April,16.0,3.0,0
77,7.555391403129665,0.1249295172517834,1.39637519592785,206.95207926417612,1.5539938131008498e-154,2.0899370717683987,Near Colorless,0.6858744200328127,1.297683497259473,0.1475551224277856,2.2145376189801644,229.48276050835864,,3.093159274367552,0.0008689065979097,431.970734870421,Well,8.826794012964108,55.11915741832665,September,21.0,13.0,0
78,5.377126339438938,4.9788115188402815e-09,9.669692613427287,125.72234775313632,1.1091603645283689e-10,2.79525576160764,Faint Yellow,0.0147023974500358,0.3843112951490025,0.3004123042753926,2.556487803646076,92.85855225071866,404.8749171997373,3.730874494098663,0.0209477220597676,484.7552502042656,Stream,77.8591288561947,52.85104389248343,March,27.0,11.0,0
79,6.823655468625949,0.2898618237313747,10.024094922343355,115.37869488381752,9.62496267787454e-21,0.2263829775636007,Colorless,0.1588407168962685,0.6085201919619075,0.0138876352881095,2.1059745323564125,80.4572710555785,148.43844199713965,3.0017081067559843,2.2895609743952487e-10,98.40084891108722,Lake,10.119402783591786,46.43044665536132,February,15.0,9.0,0
80,7.158338548060708,0.0260017534643544,5.197514248679672,237.63430975321077,2.0426063094027028e-20,2.4925600118452964,Colorless,0.8182449309770383,0.5220239208052718,0.4471788553167811,1.513880261564835,123.08357847412644,1021.502291434818,2.803504774304351,0.0145566377517923,319.85887769394446,Reservoir,16.25446967219009,67.938326427624,August,17.0,2.0,0
